locus_tag	ftype	length_bp	gene	EC_number	COG	product
SRR8582162_02091	gene	1317	gntT			
SRR8582162_02092	CDS	576	nfuA		COG0316	Fe/S biogenesis protein NfuA
SRR8582162_02092	gene	576	nfuA			
SRR8582162_02093	CDS	684				hypothetical protein
SRR8582162_02093	gene	684				
SRR8582162_02094	CDS	771	bioH	3.1.1.85	COG0596	Pimeloyl-[acyl-carrier protein] methyl ester esterase
SRR8582162_02094	gene	771	bioH			
SRR8582162_02095	CDS	879				ISNCY family transposase ISVsa17
SRR8582162_02095	gene	879				
SRR8582162_02096	CDS	237	feoC			putative [Fe-S]-dependent transcriptional repressor FeoC
SRR8582162_02096	gene	237	feoC			
SRR8582162_02097	CDS	2322	feoB		COG0370	Fe(2+) transporter FeoB
SRR8582162_02097	gene	2322	feoB			
SRR8582162_02098	CDS	228	feoA		COG1918	Fe(2+) transport protein A
SRR8582162_02098	gene	228	feoA			
SRR8582162_02099	CDS	2322	yhgF		COG2183	Protein YhgF
SRR8582162_02099	gene	2322	yhgF			
SRR8582162_02100	CDS	477	greB		COG0782	Transcription elongation factor GreB
SRR8582162_02100	gene	477	greB			
SRR8582162_02101	CDS	720	ompR			Transcriptional regulatory protein OmpR
SRR8582162_02101	gene	720	ompR			
SRR8582162_02102	CDS	1353	envZ	2.7.13.3		Osmolarity sensor protein EnvZ
SRR8582162_02102	gene	1353	envZ			
SRR8582162_02103	CDS	1623	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
SRR8582162_02103	gene	1623	pckA			
SRR8582162_02104	CDS	1725				hypothetical protein
SRR8582162_02104	gene	1725				
SRR8582162_02105	CDS	879	hslO		COG1281	33 kDa chaperonin
SRR8582162_02105	gene	879	hslO			
SRR8582162_02106	CDS	402	hslR		COG1188	Heat shock protein 15
SRR8582162_02106	gene	402	hslR			
SRR8582162_02107	CDS	669	yrfG	3.1.3.5	COG1011	GMP/IMP nucleotidase YrfG
SRR8582162_02107	gene	669	yrfG			
SRR8582162_02108	CDS	2136	yrfF			Putative membrane protein IgaA 
SRR8582162_02108	gene	2136	yrfF			
SRR8582162_02109	CDS	561	nudE	3.6.1.-	COG0494	ADP compounds hydrolase NudE
SRR8582162_02109	gene	561	nudE			
SRR8582162_02110	CDS	2553	mrcA		COG5009	Penicillin-binding protein 1A
SRR8582162_02110	gene	2553	mrcA			
SRR8582162_02111	CDS	780				hypothetical protein
SRR8582162_02111	gene	780				
SRR8582162_02112	CDS	540				hypothetical protein
SRR8582162_02112	gene	540				
SRR8582162_02113	CDS	441				hypothetical protein
SRR8582162_02113	gene	441				
SRR8582162_02114	CDS	405				hypothetical protein
SRR8582162_02114	gene	405				
SRR8582162_02115	CDS	1209	pilQ		COG4796	Type IV pilus biogenesis and competence protein PilQ
SRR8582162_02115	gene	1209	pilQ			
SRR8582162_02116	CDS	522	aroK	2.7.1.71	COG0703	Shikimate kinase 1
SRR8582162_02116	gene	522	aroK			
SRR8582162_02117	CDS	1089	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
SRR8582162_02117	gene	1089	aroB			
SRR8582162_02118	CDS	1287	damX		COG3266	Cell division protein DamX
SRR8582162_02118	gene	1287	damX			
SRR8582162_02119	CDS	837	dam	2.1.1.72	COG0338	DNA adenine methylase
SRR8582162_02119	gene	837	dam			
SRR8582162_02120	CDS	678	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
SRR8582162_02120	gene	678	rpe			
SRR8582162_02121	CDS	759	gph	3.1.3.18	COG0546	Phosphoglycolate phosphatase
SRR8582162_02121	gene	759	gph			
SRR8582162_02122	CDS	1005	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
SRR8582162_02122	gene	1005	trpS			
SRR8582162_02123	CDS	906				hypothetical protein
SRR8582162_02123	gene	906				
SRR8582162_02124	CDS	363				hypothetical protein
SRR8582162_02124	gene	363				
SRR8582162_02125	CDS	1164	yhfX		COG3457	putative protein YhfX
SRR8582162_02125	gene	1164	yhfX			
SRR8582162_02126	CDS	1227	deoB_2	5.4.2.7	COG1015	Phosphopentomutase
SRR8582162_02126	gene	1227	deoB_2			
SRR8582162_02127	CDS	879	php		COG1735	Phosphotriesterase homology protein
SRR8582162_02127	gene	879	php			
SRR8582162_02128	CDS	354				hypothetical protein
SRR8582162_02128	gene	354				
SRR8582162_02129	CDS	1305				hypothetical protein
SRR8582162_02129	gene	1305				
SRR8582162_02130	CDS	1086	yhfS			putative protein YhfS
SRR8582162_02130	gene	1086	yhfS			
SRR8582162_02131	CDS	168				hypothetical protein
SRR8582162_02131	gene	168				
SRR8582162_02132	CDS	1374	cysG		COG0007	Siroheme synthase
SRR8582162_02132	gene	1374	cysG			
SRR8582162_02133	CDS	807	nirC		COG2116	Nitrite transporter NirC
SRR8582162_02133	gene	807	nirC			
SRR8582162_02134	CDS	327	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
SRR8582162_02134	gene	327	nirD			
SRR8582162_02135	CDS	2544	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
SRR8582162_02135	gene	2544	nasD			
SRR8582162_02136	CDS	1182	tsgA		COG0477	Protein TsgA
SRR8582162_02136	gene	1182	tsgA			
SRR8582162_02137	CDS	573	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
SRR8582162_02137	gene	573	ppiA			
SRR8582162_02138	CDS	168	yhfG			putative protein YhfG
SRR8582162_02138	gene	168	yhfG			
SRR8582162_02139	CDS	603	fic	2.7.7.-	COG2184	putative adenosine monophosphate-protein transferase fic
SRR8582162_02139	gene	603	fic			
SRR8582162_02140	CDS	564	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
SRR8582162_02140	gene	564	pabA			
SRR8582162_02141	CDS	1221	argD	2.6.1.11	COG4992	Acetylornithine/succinyldiaminopimelate aminotransferase
SRR8582162_02141	gene	1221	argD			
SRR8582162_02142	CDS	2091				hypothetical protein
SRR8582162_02142	gene	2091				
SRR8582162_02143	CDS	633	crp		COG0664	cAMP-activated global transcriptional regulator CRP
SRR8582162_02143	gene	633	crp			
SRR8582162_02144	CDS	405	yhfA		COG1765	Protein YhfA
SRR8582162_02144	gene	405	yhfA			
SRR8582162_02145	CDS	870	cfxP	2.7.1.19	COG3954	Phosphoribulokinase, plasmid
SRR8582162_02145	gene	870	cfxP			
SRR8582162_02146	CDS	219				hypothetical protein
SRR8582162_02146	gene	219				
SRR8582162_02147	CDS	1023				hypothetical protein
SRR8582162_02147	gene	1023				
SRR8582162_02148	CDS	1914	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
SRR8582162_02148	gene	1914	yheS			
SRR8582162_02149	CDS	552	ywrO	1.6.99.-	COG2249	General stress protein 14
SRR8582162_02149	gene	552	ywrO			
SRR8582162_02150	CDS	1806	kefC_2		COG0475	Glutathione-regulated potassium-efflux system protein KefC
SRR8582162_02150	gene	1806	kefC_2			
SRR8582162_02151	CDS	201				hypothetical protein
SRR8582162_02151	gene	201				
SRR8582162_02152	CDS	591	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
SRR8582162_02152	gene	591	slyD			
SRR8582162_02153	CDS	219	slyX		COG2900	Protein SlyX 
SRR8582162_02153	gene	219	slyX			
SRR8582162_02154	CDS	813	fkpA	5.2.1.8	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
SRR8582162_02154	gene	813	fkpA			
SRR8582162_02155	CDS	723	dauR		COG2964	Transcriptional regulator DauR
SRR8582162_02155	gene	723	dauR			
SRR8582162_02156	CDS	387	tusD	2.8.1.-	COG1553	Sulfurtransferase TusD
SRR8582162_02156	gene	387	tusD			
SRR8582162_02157	CDS	360	tusC		COG2923	Protein TusC
SRR8582162_02157	gene	360	tusC			
SRR8582162_02158	CDS	288	tusB		COG2168	Protein TusB
SRR8582162_02158	gene	288	tusB			
SRR8582162_02159	CDS	375	rpsL		COG0048	30S ribosomal protein S12
SRR8582162_02159	gene	375	rpsL			
SRR8582162_02160	CDS	471	rpsG		COG0049	30S ribosomal protein S7
SRR8582162_02160	gene	471	rpsG			
SRR8582162_02161	CDS	2115	fusA		COG0480	Elongation factor G
SRR8582162_02161	gene	2115	fusA			
SRR8582162_02162	CDS	858	focA		COG2116	putative formate transporter 1
SRR8582162_02162	gene	858	focA			
SRR8582162_02163	CDS	2283	pflB	2.3.1.54	COG1882	Formate acetyltransferase 1
SRR8582162_02163	gene	2283	pflB			
SRR8582162_02164	CDS	741	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
SRR8582162_02164	gene	741	pflA			
SRR8582162_02165	CDS	591	azoR_1	1.7.-.-		FMN-dependent NADH-azoreductase
SRR8582162_02165	gene	591	azoR_1			
SRR8582162_02166	CDS	909	pgrR_2			HTH-type transcriptional regulator PgrR
SRR8582162_02166	gene	909	pgrR_2			
SRR8582162_02167	CDS	1431	ycaM		COG0531	Inner membrane transporter YcaM
SRR8582162_02167	gene	1431	ycaM			
SRR8582162_02168	CDS	1149	ycaD			putative MFS-type transporter YcaD
SRR8582162_02168	gene	1149	ycaD			
SRR8582162_02169	CDS	627	ycaC	4.-.-.-	COG1335	putative hydrolase YcaC
SRR8582162_02169	gene	627	ycaC			
SRR8582162_02170	CDS	864	dmsC_2		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
SRR8582162_02170	gene	864	dmsC_2			
SRR8582162_02171	CDS	618	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
SRR8582162_02171	gene	618	dmsB_2			
SRR8582162_02172	CDS	2445	dmsA	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
SRR8582162_02172	gene	2445	dmsA			
SRR8582162_02173	CDS	1293	serS	6.1.1.11	COG0172	Serine--tRNA ligase
SRR8582162_02173	gene	1293	serS			
SRR8582162_02174	CDS	1344	rarA		COG2256	Replication-associated recombination protein A
SRR8582162_02174	gene	1344	rarA			
SRR8582162_02175	CDS	612	lolA		COG2834	Outer-membrane lipoprotein carrier protein
SRR8582162_02175	gene	612	lolA			
SRR8582162_02176	CDS	4107	ftsK		COG1674	DNA translocase FtsK
SRR8582162_02176	gene	4107	ftsK			
SRR8582162_02177	CDS	495	lrp		COG1522	Leucine-responsive regulatory protein
SRR8582162_02177	gene	495	lrp			
SRR8582162_02178	CDS	966	trxB	1.8.1.9	COG0492	Thioredoxin reductase
SRR8582162_02178	gene	966	trxB			
SRR8582162_02179	CDS	1767	cydD		COG4988	ATP-binding/permease protein CydD
SRR8582162_02179	gene	1767	cydD			
SRR8582162_02180	CDS	1722	msbA_1	3.6.3.-	COG1132	Lipid A export ATP-binding/permease protein MsbA
SRR8582162_02180	gene	1722	msbA_1			
SRR8582162_02181	CDS	705	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
SRR8582162_02181	gene	705	aat			
SRR8582162_02182	CDS	219	infA		COG0361	Translation initiation factor IF-1
SRR8582162_02182	gene	219	infA			
SRR8582162_02183	tRNA	88				tRNA-Ser(gga)
SRR8582162_02183	gene	88				
SRR8582162_02184	CDS	2277	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
SRR8582162_02184	gene	2277	clpA			
SRR8582162_02185	CDS	321	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
SRR8582162_02185	gene	321	clpS			
SRR8582162_02186	CDS	282				hypothetical protein
SRR8582162_02186	gene	282				
SRR8582162_02187	CDS	486				hypothetical protein
SRR8582162_02187	gene	486				
SRR8582162_02188	CDS	1914	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
SRR8582162_02188	gene	1914	clpP_2			
SRR8582162_02189	CDS	210				hypothetical protein
SRR8582162_02189	gene	210				
SRR8582162_02190	CDS	252				hypothetical protein
SRR8582162_02190	gene	252				
SRR8582162_02191	CDS	423				Single-stranded DNA-binding protein
SRR8582162_02191	gene	423				
SRR8582162_02192	CDS	246				hypothetical protein
SRR8582162_02192	gene	246				
SRR8582162_02193	CDS	1818				hypothetical protein
SRR8582162_02193	gene	1818				
SRR8582162_02194	CDS	300				hypothetical protein
SRR8582162_02194	gene	300				
SRR8582162_02195	CDS	321				hypothetical protein
SRR8582162_02195	gene	321				
SRR8582162_02196	CDS	204				hypothetical protein
SRR8582162_02196	gene	204				
SRR8582162_02197	CDS	180				hypothetical protein
SRR8582162_02197	gene	180				
SRR8582162_02198	CDS	210				hypothetical protein
SRR8582162_02198	gene	210				
SRR8582162_02199	CDS	1239	intS_2		COG0582	Prophage integrase IntS
SRR8582162_02199	gene	1239	intS_2			
SRR8582162_02200	CDS	225	cspD		COG1278	Cold shock-like protein CspD
SRR8582162_02200	gene	225	cspD			
SRR8582162_02201	CDS	1947	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
SRR8582162_02201	gene	1947	macB			
SRR8582162_02202	CDS	1116	macA		COG0845	Macrolide export protein MacA
SRR8582162_02202	gene	1116	macA			
SRR8582162_02203	CDS	993				hypothetical protein
SRR8582162_02203	gene	993				
SRR8582162_02204	CDS	1659				hypothetical protein
SRR8582162_02204	gene	1659				
SRR8582162_02205	CDS	696	aqpZ		COG0580	Aquaporin Z
SRR8582162_02205	gene	696	aqpZ			
SRR8582162_02206	CDS	900	lysO		COG2431	Lysine exporter LysO
SRR8582162_02206	gene	900	lysO			
SRR8582162_02207	CDS	1653	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
SRR8582162_02207	gene	1653	hcp			
SRR8582162_02208	CDS	969	hcr	1.-.-.-	COG1018	NADH oxidoreductase HCR
SRR8582162_02208	gene	969	hcr			
SRR8582162_02209	CDS	1719	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
SRR8582162_02209	gene	1719	poxB			
SRR8582162_02210	CDS	1002	ltaE	4.1.2.48	COG2008	Low specificity L-threonine aldolase
SRR8582162_02210	gene	1002	ltaE			
SRR8582162_02211	CDS	1431				hypothetical protein
SRR8582162_02211	gene	1431				
SRR8582162_02212	CDS	1014	auaH	1.1.1.394		Aurachin B dehydrogenase
SRR8582162_02212	gene	1014	auaH			
SRR8582162_02213	CDS	831	amiD	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
SRR8582162_02213	gene	831	amiD			
SRR8582162_02214	CDS	324				hypothetical protein
SRR8582162_02214	gene	324				
SRR8582162_02215	CDS	516	ybjP			putative lipoprotein YbjP
SRR8582162_02215	gene	516	ybjP			
SRR8582162_02216	CDS	729	artP	3.6.3.-	COG4161	Arginine transport ATP-binding protein ArtP
SRR8582162_02216	gene	729	artP			
SRR8582162_02217	CDS	732	artI		COG0834	Putative ABC transporter arginine-binding protein 2
SRR8582162_02217	gene	732	artI			
SRR8582162_02218	CDS	717	artQ		COG4215	Arginine ABC transporter permease protein ArtQ
SRR8582162_02218	gene	717	artQ			
SRR8582162_02219	CDS	669	artM_2		COG4160	Arginine ABC transporter permease protein ArtM
SRR8582162_02219	gene	669	artM_2			
SRR8582162_02220	CDS	732	artJ		COG0834	ABC transporter arginine-binding protein 1
SRR8582162_02220	gene	732	artJ			
SRR8582162_02221	CDS	1128	rlmC	2.1.1.189	COG2265	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
SRR8582162_02221	gene	1128	rlmC			
SRR8582162_02222	CDS	489	ybjO			Inner membrane protein YbjO
SRR8582162_02222	gene	489	ybjO			
SRR8582162_02223	CDS	846	ydcV_2			Inner membrane ABC transporter permease protein YdcV
SRR8582162_02223	gene	846	ydcV_2			
SRR8582162_02224	CDS	954	potH		COG1176	Putrescine transport system permease protein PotH
SRR8582162_02224	gene	954	potH			
SRR8582162_02225	CDS	1134	potA_2	3.6.3.31	COG3842	Spermidine/putrescine import ATP-binding protein PotA
SRR8582162_02225	gene	1134	potA_2			
SRR8582162_02226	CDS	1113	potF		COG0687	Putrescine-binding periplasmic protein
SRR8582162_02226	gene	1113	potF			
SRR8582162_02227	CDS	477	ybjN			putative protein YbjN
SRR8582162_02227	gene	477	ybjN			
SRR8582162_02228	CDS	903	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
SRR8582162_02228	gene	903	rimK			
SRR8582162_02229	CDS	723	nfsA	1.-.-.-	COG0778	Oxygen-insensitive NADPH nitroreductase
SRR8582162_02229	gene	723	nfsA			
SRR8582162_02230	CDS	288				hypothetical protein
SRR8582162_02230	gene	288				
SRR8582162_02231	CDS	258	grxA		COG0695	Glutaredoxin 1
SRR8582162_02231	gene	258	grxA			
SRR8582162_02232	CDS	378	ybjM			Inner membrane protein YbjM
SRR8582162_02232	gene	378	ybjM			
SRR8582162_02233	CDS	1686	aspT_1			Aspartate/alanine antiporter
SRR8582162_02233	gene	1686	aspT_1			
SRR8582162_02234	CDS	537	rcdA		COG3226	HTH-type transcriptional regulator RcdA
SRR8582162_02234	gene	537	rcdA			
SRR8582162_02235	CDS	1128	ybjJ			Inner membrane protein YbjJ
SRR8582162_02235	gene	1128	ybjJ			
SRR8582162_02236	CDS	816	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
SRR8582162_02236	gene	816	ybjI			
SRR8582162_02237	CDS	279				hypothetical protein
SRR8582162_02237	gene	279				
SRR8582162_02238	CDS	1233	mdfA			Multidrug transporter MdfA
SRR8582162_02238	gene	1233	mdfA			
SRR8582162_02239	CDS	597	ybjG	3.6.1.27	COG0671	Putative undecaprenyl-diphosphatase YbjG
SRR8582162_02239	gene	597	ybjG			
SRR8582162_02240	CDS	759	deoR		COG1349	Deoxyribose operon repressor
SRR8582162_02240	gene	759	deoR			
SRR8582162_02241	CDS	1203	dacC	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacC
SRR8582162_02241	gene	1203	dacC			
SRR8582162_02242	CDS	627	gstB_1	2.5.1.18	COG0625	Glutathione S-transferase GstB
SRR8582162_02242	gene	627	gstB_1			
SRR8582162_02243	CDS	1116	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
SRR8582162_02243	gene	1116	yliI			
SRR8582162_02244	CDS	384				hypothetical protein
SRR8582162_02244	gene	384				
SRR8582162_02245	CDS	1326	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
SRR8582162_02245	gene	1326	rimO			
SRR8582162_02246	CDS	1329				hypothetical protein
SRR8582162_02246	gene	1329				
SRR8582162_02247	CDS	2349	pdeI	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeI
SRR8582162_02247	gene	2349	pdeI			
SRR8582162_02248	CDS	912	gsiD		COG1173	Glutathione transport system permease protein GsiD
SRR8582162_02248	gene	912	gsiD			
SRR8582162_02249	CDS	921	gsiC		COG0601	Glutathione transport system permease protein GsiC
SRR8582162_02249	gene	921	gsiC			
SRR8582162_02250	CDS	1539	gsiB		COG0747	Glutathione-binding protein GsiB
SRR8582162_02250	gene	1539	gsiB			
SRR8582162_02251	CDS	1872	gsiA	3.6.3.-	COG1123	Glutathione import ATP-binding protein GsiA
SRR8582162_02251	gene	1872	gsiA			
SRR8582162_02252	CDS	966	iaaA	3.4.19.5	COG1446	Isoaspartyl peptidase
SRR8582162_02252	gene	966	iaaA			
SRR8582162_02253	CDS	1236	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
SRR8582162_02253	gene	1236	moeA			
SRR8582162_02254	CDS	750	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
SRR8582162_02254	gene	750	moeB			
SRR8582162_02255	CDS	663	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
SRR8582162_02255	gene	663	fsaA			
SRR8582162_02256	CDS	900	cutD	1.97.1.-	COG1180	Choline trimethylamine-lyase activating enzyme
SRR8582162_02256	gene	900	cutD			
SRR8582162_02257	CDS	2433	cutC_2	4.3.99.4	COG1882	Choline trimethylamine-lyase
SRR8582162_02257	gene	2433	cutC_2			
SRR8582162_02258	CDS	816	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
SRR8582162_02258	gene	816	ybiV			
SRR8582162_02259	CDS	1266	ybiU			putative protein YbiU
SRR8582162_02259	gene	1266	ybiU			
SRR8582162_02260	CDS	354				hypothetical protein
SRR8582162_02260	gene	354				
SRR8582162_02261	CDS	1647	groL			60 kDa chaperonin
SRR8582162_02261	gene	1647	groL			
SRR8582162_02262	CDS	294	groS		COG0234	10 kDa chaperonin
SRR8582162_02262	gene	294	groS			
SRR8582162_02263	CDS	1257	yjeH		COG0531	L-methionine/branched-chain amino acid exporter YjeH
SRR8582162_02263	gene	1257	yjeH			
SRR8582162_02264	CDS	477				hypothetical protein
SRR8582162_02264	gene	477				
SRR8582162_02265	CDS	1437	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
SRR8582162_02265	gene	1437	aspA			
SRR8582162_02266	CDS	1302	dcuA		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
SRR8582162_02266	gene	1302	dcuA			
SRR8582162_02267	CDS	339	cutA		COG1324	Divalent-cation tolerance protein CutA
SRR8582162_02267	gene	339	cutA			
SRR8582162_02268	CDS	1698	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
SRR8582162_02268	gene	1698	dsbD			
SRR8582162_02269	CDS	576				hypothetical protein
SRR8582162_02269	gene	576				
SRR8582162_02270	tRNA	76				tRNA-Phe(gaa)
SRR8582162_02270	gene	76				
SRR8582162_02271	CDS	1539	cadC		COG3710	Transcriptional activator CadC
SRR8582162_02271	gene	1539	cadC			
SRR8582162_02272	CDS	1335	cadB		COG0531	putative cadaverine/lysine antiporter
SRR8582162_02272	gene	1335	cadB			
SRR8582162_02273	CDS	2148	cadA	4.1.1.18	COG1982	Inducible lysine decarboxylase
SRR8582162_02273	gene	2148	cadA			
SRR8582162_02274	CDS	1458	dtpC		COG3104	Dipeptide and tripeptide permease C
SRR8582162_02274	gene	1458	dtpC			
SRR8582162_02275	CDS	1518	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
SRR8582162_02275	gene	1518	lysU			
SRR8582162_02276	CDS	174	ghoT			Toxin GhoT
SRR8582162_02276	gene	174	ghoT			
SRR8582162_02277	CDS	297	ghoS	3.1.-.-		Endoribonuclease antitoxin GhoS
SRR8582162_02277	gene	297	ghoS			
SRR8582162_02278	CDS	273	yjdJ		COG2388	putative protein YjdJ
SRR8582162_02278	gene	273	yjdJ			
SRR8582162_02279	CDS	231				hypothetical protein
SRR8582162_02279	gene	231				
SRR8582162_02280	CDS	1632	dcuS	2.7.13.3	COG3290	Sensor histidine kinase DcuS
SRR8582162_02280	gene	1632	dcuS			
SRR8582162_02281	CDS	720	dcuR		COG4565	Transcriptional regulatory protein DcuR
SRR8582162_02281	gene	720	dcuR			
SRR8582162_02282	CDS	1341	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
SRR8582162_02282	gene	1341	dcuB			
SRR8582162_02283	CDS	1647	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
SRR8582162_02283	gene	1647	fumB			
SRR8582162_02284	CDS	630	yjdF		COG3647	Inner membrane protein YjdF
SRR8582162_02284	gene	630	yjdF			
SRR8582162_02285	CDS	1410	melB		COG2211	Melibiose carrier protein
SRR8582162_02285	gene	1410	melB			
SRR8582162_02286	CDS	1356	melA	3.2.1.22	COG1486	Alpha-galactosidase
SRR8582162_02286	gene	1356	melA			
SRR8582162_02287	CDS	909	melR			Melibiose operon regulatory protein
SRR8582162_02287	gene	909	melR			
SRR8582162_02288	CDS	2271	adiA	4.1.1.19	COG1982	Biodegradative arginine decarboxylase
SRR8582162_02288	gene	2271	adiA			
SRR8582162_02289	CDS	762	gadX_1			HTH-type transcriptional regulator GadX
SRR8582162_02289	gene	762	gadX_1			
SRR8582162_02290	CDS	1338	adiC		COG0531	Arginine/agmatine antiporter
SRR8582162_02290	gene	1338	adiC			
SRR8582162_02291	CDS	1644	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
SRR8582162_02291	gene	1644	eptA			
SRR8582162_02292	CDS	669	basR			Transcriptional regulatory protein BasR
SRR8582162_02292	gene	669	basR			
SRR8582162_02293	CDS	1101	basS	2.7.13.3		Sensor protein BasS
SRR8582162_02293	gene	1101	basS			
SRR8582162_02294	CDS	90				hypothetical protein
SRR8582162_02294	gene	90				
SRR8582162_02295	CDS	1503	proP_2			Proline/betaine transporter
SRR8582162_02295	gene	1503	proP_2			
SRR8582162_02296	CDS	879				hypothetical protein
SRR8582162_02296	gene	879				
SRR8582162_02297	CDS	2229	crfC		COG0699	Clamp-binding protein CrfC
SRR8582162_02297	gene	2229	crfC			
SRR8582162_02298	CDS	336				hypothetical protein
SRR8582162_02298	gene	336				
SRR8582162_02299	CDS	444				hypothetical protein
SRR8582162_02299	gene	444				
SRR8582162_02300	CDS	789	phnC	3.6.3.27	COG3638	Phosphate-import ATP-binding protein PhnC
SRR8582162_02300	gene	789	phnC			
SRR8582162_02301	CDS	1017				hypothetical protein
SRR8582162_02301	gene	1017				
SRR8582162_02302	CDS	780	phnE		COG3639	Phosphate-import permease protein PhnE
SRR8582162_02302	gene	780	phnE			
SRR8582162_02303	CDS	726	phnF		COG2188	putative transcriptional regulator PhnF
SRR8582162_02303	gene	726	phnF			
SRR8582162_02304	CDS	453	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
SRR8582162_02304	gene	453	phnG			
SRR8582162_02305	CDS	585	phnH	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
SRR8582162_02305	gene	585	phnH			
SRR8582162_02306	CDS	1065	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
SRR8582162_02306	gene	1065	phnI			
SRR8582162_02307	CDS	846	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
SRR8582162_02307	gene	846	phnJ			
SRR8582162_02308	CDS	759	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
SRR8582162_02308	gene	759	phnK			
SRR8582162_02309	CDS	681	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
SRR8582162_02309	gene	681	phnL			
SRR8582162_02310	CDS	1137	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
SRR8582162_02310	gene	1137	phnM			
SRR8582162_02311	CDS	558	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
SRR8582162_02311	gene	558	phnN			
SRR8582162_02312	CDS	435	phnO	2.3.1.-		Aminoalkylphosphonate N-acetyltransferase
SRR8582162_02312	gene	435	phnO			
SRR8582162_02313	CDS	759	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
SRR8582162_02313	gene	759	phnP			
SRR8582162_02314	CDS	330				hypothetical protein
SRR8582162_02314	gene	330				
SRR8582162_02315	CDS	318	lacA_1	5.3.1.26		Galactose-6-phosphate isomerase subunit LacA
SRR8582162_02315	gene	318	lacA_1			
SRR8582162_02316	CDS	1986	yjcS	3.1.6.-	COG2015	Putative alkyl/aryl-sulfatase YjcS
SRR8582162_02316	gene	1986	yjcS			
SRR8582162_02317	CDS	276				hypothetical protein
SRR8582162_02317	gene	276				
SRR8582162_02318	CDS	1032	mdtN		COG1566	Multidrug resistance protein MdtN
SRR8582162_02318	gene	1032	mdtN			
SRR8582162_02319	CDS	2052	mdtO		COG1289	Multidrug resistance protein MdtO
SRR8582162_02319	gene	2052	mdtO			
